Account_Id,Trans_Id,Age,Followers,NAME_CONTRACT_TYPE,GENDER,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_INCOME_TYPE,NAME_FAMILY_STATUS,Label,results,src_port,dst_port,protocol,src_private,dst_private,credit_income_ratio,annuity_income_ratio,goods_income_ratio,followers_log,followers_neg
10.42.0.151-23.208.87.120-40671-80-6,100917,37,600,Cash loans,F,108000.0,760225.5,30280.5,679500.0,Working,Married,0,0,40671,80,6,True,False,7.0390598235201525,0.2803724039592226,6.2916084110332315,6.398594934535208,0
172.217.10.227-10.42.0.151-443-55235-6,100919,37,4105,Cash loans,F,48600.0,229500.0,16101.0,229500.0,Pensioner,Married,1,1,443,55235,6,False,True,4.722125059155162,0.3312894796403366,4.722125059155162,8.32020459757888,0
10.42.0.151-10.42.0.1-25467-53-17,100920,28,1430,Cash loans,M,112500.0,832500.0,24471.0,832500.0,Working,Married,0,0,25467,53,17,True,True,7.399934222806908,0.2175180665060755,7.399934222806908,7.266128779556451,0
10.42.0.211-50.18.248.150-45472-443-6,100921,35,1460,Cash loans,F,112500.0,675000.0,24246.0,675000.0,Working,Married,0,0,45472,443,6,True,False,5.999946667140737,0.21551808428369526,5.999946667140737,7.2868764117507,0
10.42.0.211-10.42.0.1-20880-53-17,100922,36,7011,Cash loans,F,90000.0,238500.0,16726.5,238500.0,Pensioner,Single / not married,1,1,20880,53,17,True,True,2.6499705558827125,0.1858479350229442,2.6499705558827125,8.855378246041125,0
172.217.3.110-10.42.0.151-443-55608-6,100923,39,2320,Cash loans,F,270000.0,284256.0,30289.5,270000.0,Commercial associate,Married,1,1,443,55608,6,False,True,1.0527961007551825,0.11218291784104503,0.9999962963100136,7.749753406274437,0
174.129.32.117-10.42.0.211-443-56067-6,100924,30,1881,Cash loans,M,202500.0,1317357.0,52375.5,1129500.0,Working,Married,0,0,443,56067,6,False,True,6.505434541063995,0.2586431671942361,5.577750233332181,7.540090320145325,0
10.42.0.211-10.42.0.1-57252-53-17,100925,26,3593,Cash loans,F,99000.0,1288350.0,37669.5,1125000.0,State servant,Married,0,0,57252,53,17,True,True,13.013504914091778,0.3804961566044787,11.363521580590096,8.187021067343505,0
10.42.0.211-64.71.142.124-43099-443-6,100926,27,6030,Cash loans,F,90000.0,364896.0,16069.5,315000.0,Working,Separated,1,1,43099,443,6,True,False,4.054354951611649,0.17854801613315407,3.499961111543205,8.704668113450987,0
172.217.10.46-10.42.0.151-443-49899-6,100927,32,2730,Cash loans,F,135000.0,1350000.0,58828.5,1350000.0,Working,Married,1,1,443,49899,6,False,True,9.999925926474619,0.4357634387893423,9.999925926474619,7.912423121473705,0
180.163.255.159-10.42.0.42-80-49399-6,100928,42,2726,Cash loans,M,112500.0,95940.0,9616.5,90000.0,Working,Married,0,0,80,49399,6,False,True,0.8527924196229367,0.0854792401845317,0.7999928889520982,7.910957382845589,0
10.42.0.211-77.234.44.40-37288-80-6,100929,30,250,Cash loans,F,81000.0,517500.0,25024.5,517500.0,Working,Married,1,1,37288,80,6,True,False,6.388810014691177,0.3089406303625881,6.388810014691177,5.5254529391317835,0
239.255.255.250-10.42.0.151-1900-53737-17,100930,35,250,Cash loans,F,135000.0,607050.0,36279.0,562500.0,Commercial associate,Married,0,0,1900,53737,17,False,True,4.496633358271421,0.2687313427307946,4.1666358026977575,5.5254529391317835,0
151.101.1.140-10.42.0.151-443-33964-6,100932,28,250,Cash loans,F,202500.0,675000.0,20668.5,675000.0,Working,Civil marriage,1,1,443,33964,6,False,True,3.3333168725092714,0.1020661626362339,3.3333168725092714,5.5254529391317835,0
10.42.0.211-66.102.255.40-51277-443-6,100933,27,2427,Cash loans,F,112500.0,162000.0,9297.0,162000.0,Working,Single / not married,0,0,51277,443,6,True,False,1.4399872001137768,0.08263926542875175,1.4399872001137768,7.794823152179389,0
172.217.11.3-10.42.0.151-443-58879-6,100934,38,2115,Revolving loans,F,135000.0,180000.0,9000.0,180000.0,Working,Civil marriage,1,1,443,58879,6,False,True,1.3333234568632826,0.06666617284316413,1.3333234568632826,7.65728279297819,0
10.42.0.211-103.235.46.211-56421-443-6,100935,27,1740,Cash loans,M,225000.0,644427.0,27432.0,576000.0,Commercial associate,Married,0,0,56421,443,6,True,False,2.864107270634353,0.12191945813574162,2.55998862227279,7.462214939768189,0
10.42.0.211-10.42.0.1-8402-53-17,100936,43,2280,Cash loans,F,76500.0,390960.0,16695.0,337500.0,Pensioner,Widow,0,0,8402,53,17,True,True,5.110521431092404,0.21823244140599468,4.411707036509327,7.732369222284388,0
172.217.10.110-10.42.0.151-443-41925-6,100937,34,1900,Cash loans,M,270000.0,450000.0,22018.5,450000.0,Working,Married,1,1,443,41925,6,False,True,1.6666604938500227,0.08154969796408161,1.6666604938500227,7.550135342488429,0
10.42.0.211-10.42.0.1-34763-53-17,100938,38,1000,Cash loans,M,112500.0,178213.5,13932.0,144000.0,Pensioner,Married,0,0,34763,53,17,True,True,1.5841059190584972,0.1238388992097848,1.2799886223233572,6.90875477931522,0
10.42.0.42-68.67.180.44-58711-443-6,100939,25,1721,Cash loans,F,67500.0,673875.0,19831.5,562500.0,Working,Married,0,0,58711,443,6,True,False,9.983185434289862,0.2937956474718893,8.333209878372172,7.451241684987676,0
180.149.136.194-10.42.0.211-80-52296-6,100940,35,107,Cash loans,F,54000.0,101880.0,10566.0,90000.0,State servant,Married,1,1,80,52296,6,False,True,1.8866317290420547,0.19566304327697634,1.6666358030406845,4.68213122712422,0
10.42.0.211-104.244.43.163-33475-443-6,100941,29,1590,Cash loans,F,180000.0,508495.5,27715.5,454500.0,Pensioner,Married,0,0,33475,443,6,True,False,2.8249593057816345,0.15397414458808562,2.5249859723001538,7.372118028337787,0
192.229.173.173-10.42.0.151-443-59768-6,100942,40,608,Cash loans,F,261000.0,503676.0,25848.0,382500.0,Working,Married,1,1,443,59768,6,False,True,1.9297857096332964,0.09903410331761181,1.465511626392236,6.411818267709897,0
183.79.248.124-10.42.0.42-443-44610-6,100943,35,3820,Cash loans,F,135000.0,189621.0,14980.5,144000.0,Commercial associate,Single / not married,1,1,443,44610,6,False,True,1.4045895956326249,0.11096584469744669,1.066658765490626,8.2482674474469,0
10.42.0.211-104.192.110.245-49147-443-6,100944,34,1180,Cash loans,M,189000.0,1054935.0,44824.5,904500.0,Working,Married,0,0,49147,443,6,True,False,5.5816371341950575,0.23716541182321788,4.785688964608653,7.074116816197362,0
10.42.0.151-106.39.169.66-44294-80-6,100945,37,46950,Cash loans,F,202500.0,1210500.0,39046.5,1210500.0,Commercial associate,Civil marriage,1,1,44294,80,6,True,False,5.9777482580332935,0.19282127001841967,5.9777482580332935,10.75685978366411,0
10.42.0.151-104.92.131.103-34551-443-6,100946,29,0,Cash loans,M,112500.0,808650.0,26217.0,675000.0,Pensioner,Separated,1,1,34551,443,6,True,False,7.187936107234602,0.2330379285517462,5.999946667140737,0.0,0
10.42.0.151-10.42.0.1-41086-53-17,100947,39,2170,Cash loans,M,153000.0,380533.5,20772.0,328500.0,Commercial associate,Married,1,1,41086,53,17,True,True,2.4871308030666466,0.13576381853713373,2.1470447905569245,7.682943169878292,0
172.217.6.206-10.42.0.151-443-57572-6,100948,50,-1526,Cash loans,M,112500.0,337500.0,16546.5,337500.0,Pensioner,Married,0,0,443,57572,6,False,True,2.9999733335703684,0.14707869263384327,2.9999733335703684,0.0,1
10.42.0.211-10.42.0.1-45985-53-17,100949,25,-946,Cash loans,F,315000.0,657886.5,44140.5,621000.0,Working,Single / not married,1,1,45985,53,17,True,True,2.0885219412001867,0.14012812657737594,1.9714223129450383,0.0,1
157.56.52.45-10.42.0.211-40024-60774-17,100950,40,-1269,Cash loans,F,157500.0,225000.0,12915.0,225000.0,Commercial associate,Single / not married,0,0,40024,60774,17,False,True,1.4285623583342328,0.08199947936838496,1.4285623583342328,0.0,1
202.77.129.150-10.42.0.42-443-35848-6,100951,30,-323,Cash loans,M,112500.0,224136.0,17707.5,198000.0,Working,Civil marriage,0,0,443,35848,6,False,True,1.9923022906463053,0.15739860090132532,1.759984355694616,0.0,1
172.217.12.202-10.42.0.211-443-38541-6,100954,33,5204,Revolving loans,F,382500.0,585000.0,29250.0,585000.0,Working,Single / not married,0,0,443,38541,6,False,True,1.5294077662542058,0.07647038831271029,1.5294077662542058,8.557374981049069,0
10.42.0.151-104.244.42.65-45554-443-6,100955,32,-2617,Cash loans,F,112500.0,101880.0,10053.0,90000.0,Pensioner,Single / not married,0,0,45554,443,6,True,False,0.9055919502937751,0.08935920569594936,0.7999928889520982,0.0,1
172.217.6.227-10.42.0.151-443-43357-6,100956,39,1380,Cash loans,F,157500.0,587623.5,32940.0,544500.0,State servant,Civil marriage,1,1,443,43357,6,False,True,3.7309191687671825,0.2091415292601317,3.4571209071688433,7.2305631534092925,0
10.42.0.151-31.13.80.52-52684-443-6,100957,52,1202,Cash loans,F,315000.0,927571.5,51795.0,859500.0,Commercial associate,Civil marriage,1,1,52684,443,6,True,False,2.94466208043784,0.1644280494347637,2.728562766467408,7.0925737159746784,0
175.100.207.231-10.42.0.211-80-57270-6,100958,29,1640,Cash loans,F,135000.0,533668.5,22738.5,477000.0,Working,Married,0,0,80,57270,6,False,True,3.9530707179946813,0.16843208568825416,3.5333071606876985,7.403061091090091,0
172.217.9.227-10.42.0.151-443-57944-6,100959,48,2373,Cash loans,F,90000.0,225000.0,12334.5,225000.0,State servant,Married,0,0,443,57944,6,False,True,2.499972222530861,0.1370484772391418,2.499972222530861,7.772331575169614,0
216.58.219.226-10.42.0.151-443-60409-6,100960,38,640,Cash loans,F,135000.0,343800.0,16155.0,225000.0,Working,Single / not married,1,1,443,60409,6,False,True,2.5466478026088697,0.1196657802534796,1.6666543210791032,6.46302945692067,0
172.217.9.234-10.42.0.211-443-33293-6,100961,44,2060,Cash loans,M,81000.0,360000.0,11434.5,360000.0,Commercial associate,Single / not married,1,1,443,33293,6,False,True,4.444389575437341,0.14116492388982851,4.444389575437341,7.630946580890459,0
10.42.0.1-10.42.0.42-53-60568-17,100962,42,1140,Cash loans,F,135000.0,787131.0,26145.0,679500.0,Commercial associate,Civil marriage,0,0,53,60568,17,True,True,5.830556810690291,0.1936652321093918,5.033296049658891,7.039660349862076,0
10.42.0.211-66.231.239.122-50578-80-6,100963,29,1525,Cash loans,F,112500.0,1002456.0,27009.0,810000.0,Commercial associate,Married,1,1,50578,80,6,True,False,8.91064079430405,0.24007786597452468,7.199936000568884,7.330405211844402,0
10.42.0.151-10.42.0.1-38227-53-17,100964,34,1624,Cash loans,F,112500.0,327024.0,16033.5,270000.0,Working,Married,0,0,38227,53,17,True,True,2.906854161296344,0.1425187331668163,2.3999786668562946,7.393263094763838,0
182.254.5.234-10.42.0.151-80-39059-6,100966,39,4130,Cash loans,F,63000.0,47970.0,4873.5,45000.0,Working,Single / not married,0,0,80,39059,6,False,True,0.7614164854526119,0.07735591498547642,0.7142743765971968,8.326274787396764,0
10.42.0.151-10.42.0.1-63283-53-17,100967,38,1430,Cash loans,M,283500.0,1149210.0,33732.0,1003500.0,Working,Civil marriage,0,0,63283,53,17,True,True,4.053636495109365,0.11898370728851045,3.5396700540738832,7.266128779556451,0
182.22.24.252-10.42.0.151-443-38572-6,100968,47,1140,Cash loans,F,90000.0,1035832.5,30415.5,904500.0,Working,Married,0,0,443,38572,6,False,True,11.509122120865324,0.33794624504172177,10.04988833457406,7.039660349862076,0
10.42.0.211-119.146.74.49-59533-443-6,100969,29,2204,Cash loans,F,216000.0,485640.0,39069.0,450000.0,Commercial associate,Single / not married,1,1,59533,443,6,True,False,2.2483229244309055,0.1808741626196175,2.083323688316258,7.6984827878809465,0
10.42.0.211-64.71.142.124-55910-443-6,100971,36,1190,Cash loans,F,180000.0,948582.0,33736.5,679500.0,Commercial associate,Civil marriage,0,0,55910,443,6,True,False,5.2698707229404285,0.1874239587557847,3.7749790278942896,7.0825485693553,0
203.90.242.126-10.42.0.211-443-55483-6,100972,29,930,Cash loans,F,202500.0,1264428.0,37098.0,990000.0,Working,Married,0,0,443,55483,6,False,True,6.244058054034301,0.18319909531310957,4.888864746346932,6.836259277277067,0
172.217.9.238-10.42.0.151-443-60915-6,100973,34,1370,Cash loans,F,202500.0,970380.0,28503.0,810000.0,State servant,Married,1,1,443,60915,6,False,True,4.791976335919329,0.14075486046982483,3.999980247011126,7.223295679562314,0
183.79.248.124-10.42.0.42-443-46682-6,100974,28,-4339,Cash loans,F,135000.0,219042.0,21793.5,193500.0,Pensioner,Widow,1,1,443,46682,6,False,True,1.6225213146569284,0.16143213753972194,1.4333227161280286,0.0,1
10.42.0.211-66.231.239.124-45899-443-6,100975,27,8660,Revolving loans,F,157500.0,225000.0,11250.0,225000.0,Working,Married,1,1,45899,443,6,True,False,1.4285623583342328,0.07142811791671164,1.4285623583342328,9.066585468331045,0
172.217.10.238-10.42.0.151-443-60982-6,100976,29,1343,Cash loans,F,126000.0,1008117.0,29475.0,841500.0,Working,Married,0,0,443,60982,6,False,True,8.000865072499424,0.23392671486734232,6.678518424456949,7.203405521083095,0
10.42.0.211-108.174.10.10-56372-80-6,100977,36,500,Cash loans,F,90000.0,900000.0,26316.0,900000.0,Pensioner,Married,0,0,56372,80,6,True,False,9.999888890123444,0.2923967511472095,9.999888890123444,6.2166061010848646,0
157.240.2.20-10.42.0.211-443-34999-6,100978,29,690,Cash loans,F,67500.0,508495.5,21541.5,454500.0,Working,Married,0,0,443,34999,6,False,True,7.533155064369417,0.3191286055021407,6.733233581724715,6.53813982376767,0
10.42.0.211-123.129.244.226-52574-443-6,100979,28,950,Revolving loans,F,157500.0,450000.0,22500.0,450000.0,Working,Married,1,1,52574,443,6,True,False,2.8571247166684657,0.14285623583342327,2.8571247166684657,6.85751406254539,0
10.42.0.211-54.225.192.183-45152-443-6,100980,26,1250,Cash loans,F,81000.0,81000.0,8851.5,81000.0,Working,Single / not married,0,0,45152,443,6,True,False,0.9999876544734015,0.1092764286860656,0.9999876544734015,7.1316985104669115,0
10.42.0.151-106.39.169.66-55703-443-6,100981,22,4830,Cash loans,F,67500.0,312768.0,13774.5,270000.0,Pensioner,Civil marriage,1,1,55703,443,6,True,False,4.633531355091035,0.20406364350157774,3.9999407416186425,8.482808764554406,0
10.42.0.211-23.7.36.183-60888-443-6,100985,35,840,Cash loans,M,225000.0,1574532.0,62572.5,1350000.0,Working,Married,0,0,60888,443,6,True,False,6.9978888982715635,0.2780987640054933,5.999973333451852,6.734591659972948,0
10.42.0.211-119.146.74.34-36928-80-6,100986,49,1285,Cash loans,M,180000.0,640080.0,29970.0,450000.0,Working,Married,1,1,36928,80,6,True,False,3.555980244554197,0.16649907500513886,2.4999861111882713,7.1592919047975645,0
172.217.11.42-10.42.0.151-443-39828-6,100988,33,250,Cash loans,M,180000.0,1350000.0,38821.5,1350000.0,Working,Single / not married,0,0,443,39828,6,False,True,7.4999583335648135,0.21567380181221216,7.4999583335648135,5.5254529391317835,0
10.42.0.211-10.42.0.1-11841-53-17,100989,30,250,Cash loans,F,112500.0,143910.0,15628.5,135000.0,Working,Single / not married,1,1,11841,53,17,True,True,1.279188629434405,0.13891876516653184,1.1999893334281473,5.5254529391317835,0
182.22.67.103-10.42.0.211-443-41836-6,100990,43,1966,Cash loans,M,157500.0,862560.0,25348.5,720000.0,Working,Married,1,1,443,41836,6,False,True,5.476536656910115,0.16094183528993466,4.571399546669545,7.584264818389059,0
10.42.0.151-10.42.0.1-63210-53-17,100991,44,2076,Cash loans,M,117000.0,474048.0,20214.0,360000.0,Working,Civil marriage,1,1,63210,53,17,True,True,4.051657678139503,0.17276775412175965,3.0768967786600117,7.638679823876112,0
10.42.0.151-54.239.17.112-54204-443-6,100992,25,1090,Cash loans,M,135000.0,203760.0,13396.5,180000.0,Working,Married,0,0,54204,443,6,True,False,1.5093221531692358,0.0992325982770498,1.3333234568632826,6.994849985833071,0
10.42.0.211-103.235.46.39-38998-80-6,100993,25,1286,Cash loans,F,67500.0,765000.0,22495.5,765000.0,Working,Married,0,0,38998,80,6,True,False,11.333165434586155,0.3332617294558599,11.333165434586155,7.160069207596127,0
10.42.0.1-10.42.0.42-53-63565-17,100994,53,5805,Cash loans,F,112500.0,888840.0,29376.0,675000.0,Working,Single / not married,0,0,53,63565,17,True,True,7.900729771290922,0.26111767895396487,5.999946667140737,8.666647144584575,0
157.240.18.10-10.42.0.151-443-60605-6,100995,36,950,Cash loans,F,157500.0,450000.0,32877.0,450000.0,Working,Single / not married,1,1,443,60605,6,False,True,2.8571247166684657,0.2087415317997981,2.8571247166684657,6.85751406254539,0
10.42.0.211-117.121.27.12-45305-80-6,100996,50,1640,Cash loans,F,94500.0,675000.0,26154.0,675000.0,State servant,Married,0,0,45305,80,6,True,False,7.142781557867113,0.27675897609549105,7.142781557867113,7.403061091090091,0
10.42.0.211-115.239.210.141-54480-80-6,100999,31,1517,Cash loans,M,450000.0,2125953.0,81108.0,1984500.0,Commercial associate,Single / not married,1,1,54480,80,6,True,False,4.724329501489997,0.18023959946755674,4.409990200021777,7.325148957955575,0
172.217.9.234-10.42.0.151-443-39448-6,101000,36,2535,Cash loans,M,157500.0,592560.0,32274.0,450000.0,Commercial associate,Married,1,1,443,39448,6,False,True,3.7622618269090355,0.20491298467946234,2.8571247166684657,7.8383433155571165,0
10.42.0.42-23.217.155.120-58684-80-6,101001,24,9166,Cash loans,F,157500.0,1024740.0,49428.0,900000.0,Commercial associate,Married,1,1,58684,80,6,True,False,6.50624440479743,0.3138265788788643,5.714249433336931,9.123365357961776,0
10.42.0.211-121.12.98.63-48383-80-6,101003,32,4850,Cash loans,M,247500.0,407745.0,42943.5,382500.0,Commercial associate,Married,0,0,48383,80,6,True,False,1.647447889099438,0.17350838986509146,1.545448301218985,8.486940148245216,0
174.35.73.110-10.42.0.42-80-55493-6,101004,51,1029,Cash loans,F,112500.0,1215000.0,84694.5,1215000.0,Commercial associate,Married,1,1,80,55493,6,False,True,10.799904000853326,0.752833308148372,10.799904000853326,6.937314081223682,0
203.205.147.229-10.42.0.42-80-35965-6,101006,29,1029,Revolving loans,F,180000.0,540000.0,27000.0,540000.0,Pensioner,Single / not married,1,1,80,35965,6,False,True,2.9999833334259254,0.14999916667129626,2.9999833334259254,6.937314081223682,0
10.42.0.151-10.42.0.1-36396-53-17,101007,29,250,Cash loans,F,202500.0,728460.0,40675.5,675000.0,Working,Separated,1,1,36396,53,17,True,True,3.597315568812006,0.2008656747374087,3.3333168725092714,5.5254529391317835,0
172.217.12.138-10.42.0.211-443-40100-6,101009,32,250,Cash loans,F,90000.0,239850.0,25186.5,225000.0,Commercial associate,Single / not married,1,1,443,40100,6,False,True,2.6649703892178978,0.27984689059010454,2.499972222530861,5.5254529391317835,0
216.58.219.202-10.42.0.42-443-49230-6,101010,42,250,Cash loans,F,67500.0,381528.0,17784.0,315000.0,Working,Married,1,1,443,49230,6,False,True,5.65218293062325,0.2634627635146146,4.666597531888416,5.5254529391317835,0
169.47.5.232-10.42.0.42-443-46754-6,101011,26,1177,Cash loans,F,112500.0,900000.0,26316.0,900000.0,Working,Married,1,1,443,46754,6,False,True,7.999928889520982,0.23391792072959353,7.999928889520982,7.071573364211532,0
172.217.3.110-10.42.0.151-443-47580-6,101012,43,550,Cash loans,F,112500.0,755190.0,38556.0,675000.0,Commercial associate,Married,0,0,443,47580,6,False,True,6.712740331197056,0.3427169536270789,5.999946667140737,6.311734809152915,0
182.22.120.247-10.42.0.151-443-34854-6,101013,31,950,Cash loans,M,202500.0,518562.0,25078.5,463500.0,Working,Married,0,0,443,34854,6,False,True,2.5607873541365227,0.12384383286996113,2.2888775857896997,6.85751406254539,0
10.42.0.211-69.147.82.60-59564-443-6,101014,46,2190,Cash loans,F,225000.0,1002870.0,42619.5,922500.0,Working,Married,0,0,59564,443,6,True,False,4.4571801903102655,0.18941915813707494,4.0999817778587655,7.692113339595466,0
10.42.0.211-52.84.37.172-35074-443-6,101015,38,1727,Cash loans,F,121500.0,755190.0,36459.0,675000.0,Working,Married,0,0,35074,443,6,True,False,6.215504399140748,0.3000716043489354,5.555509831194805,7.454719949364001,0
203.205.191.23-10.42.0.211-80-48187-6,101016,33,2914,Cash loans,M,315000.0,1546020.0,45202.5,1350000.0,Working,Civil marriage,0,0,80,48187,6,False,True,4.907984419097082,0.14349954444589064,4.2857006803153,7.977625098784593,0
172.217.10.10-10.42.0.211-443-46924-6,101017,33,1140,Revolving loans,F,135000.0,135000.0,6750.0,135000.0,Pensioner,Married,1,1,443,46924,6,False,True,0.9999925926474619,0.049999629632373095,0.9999925926474619,7.039660349862076,0
10.42.0.151-10.42.0.1-39356-53-17,101018,27,2450,Cash loans,M,238500.0,834048.0,27693.0,720000.0,Working,Married,1,1,39356,53,17,True,True,3.4970419411239364,0.1161127207013807,3.018855266854227,7.804251383528112,0
10.42.0.151-103.43.91.11-46753-443-6,101019,30,8940,Cash loans,F,382500.0,720000.0,21051.0,720000.0,Working,Married,0,0,46753,443,6,True,False,1.8823480200051765,0.055035150234901346,1.8823480200051765,9.098402718735318,0
172.217.10.142-10.42.0.151-443-60937-6,101022,28,6215,Cash loans,F,112500.0,675000.0,32602.5,675000.0,Pensioner,Widow,1,1,443,60937,6,False,True,5.999946667140737,0.2897974240228976,5.999946667140737,8.734881892047483,0
10.42.0.211-10.42.0.1-13008-53-17,101023,44,1090,Cash loans,M,180000.0,640080.0,31261.5,450000.0,Working,Married,0,0,13008,53,17,True,True,3.555980244554197,0.1736740351442492,2.4999861111882713,6.994849985833071,0
172.217.8.4-10.42.0.211-443-46929-6,101027,37,600,Cash loans,M,135000.0,545040.0,26640.0,450000.0,Working,Married,0,0,443,46929,6,False,True,4.037303427382019,0.19733187161576582,3.3333086421582063,6.398594934535208,0
10.42.0.151-111.206.25.159-43643-80-6,101028,37,1831,Cash loans,F,112500.0,886500.0,26050.5,886500.0,Commercial associate,Married,0,0,43643,80,6,True,False,7.8799299561781675,0.23155794170718483,7.8799299561781675,7.513163545234075,0
10.42.0.211-77.234.42.92-36528-443-6,101029,50,840,Revolving loans,M,315000.0,675000.0,33750.0,675000.0,Working,Married,1,1,36528,443,6,True,False,2.14285034015765,0.10714251700788252,2.14285034015765,6.734591659972948,0
10.42.0.211-66.231.239.125-34784-443-6,101030,36,4130,Cash loans,F,67500.0,900000.0,26446.5,900000.0,Working,Married,0,0,34784,443,6,True,False,13.333135805395475,0.39179419564154605,13.333135805395475,8.326274787396764,0
10.42.0.151-72.21.91.70-52712-443-6,101032,28,1190,Cash loans,F,195750.0,704844.0,31176.0,630000.0,Working,Civil marriage,0,0,52712,443,6,True,False,3.6007172377152608,0.1592635542091739,3.218374363349357,7.0825485693553,0
172.217.10.42-10.42.0.211-443-38691-6,101033,28,4078,Cash loans,F,99000.0,942300.0,30528.0,675000.0,Commercial associate,Widow,0,0,443,38691,6,False,True,9.518085675902263,0.30836052161089283,6.818112948354057,8.313607139317558,0
172.217.3.106-10.42.0.42-443-42324-6,101034,28,1190,Cash loans,F,112500.0,664299.0,52614.0,567000.0,Commercial associate,Married,0,0,443,42324,6,False,True,5.904827512644332,0.46767584288139663,5.039955200398219,7.0825485693553,0
203.205.158.60-10.42.0.151-80-45760-6,101035,27,2210,Cash loans,F,67500.0,90000.0,6399.0,90000.0,Pensioner,Separated,1,1,80,45760,6,False,True,1.3333135805395475,0.09479859557636183,1.3333135805395475,7.701200180857446,0
183.79.249.252-10.42.0.211-443-37104-6,101036,30,1430,Cash loans,M,225000.0,474048.0,24201.0,360000.0,Working,Single / not married,0,0,443,37104,6,False,True,2.1068706361305063,0.10755952195768019,1.5999928889204937,7.266128779556451,0
172.217.3.99-10.42.0.42-443-49855-6,101037,43,2310,Cash loans,F,247500.0,747000.0,38268.0,747000.0,Pensioner,Widow,1,1,443,49855,6,False,True,3.0181696235570765,0.1546175571007794,3.0181696235570765,7.745435610274381,0
10.42.0.1-10.42.0.42-53-11694-17,101038,49,1725,Cash loans,M,180000.0,675000.0,34596.0,675000.0,Working,Married,0,0,53,11694,17,True,True,3.7499791667824067,0.1921989322281543,3.7499791667824067,7.453561871643373,0
10.42.0.42-68.67.178.199-55093-443-6,101039,35,4020,Cash loans,F,315000.0,1024740.0,55719.0,900000.0,Commercial associate,Married,1,1,55093,443,6,True,False,3.253132529738001,0.17688515274554684,2.857133786876867,8.299285906897275,0
10.42.0.151-10.42.0.1-45874-53-17,101040,26,1090,Cash loans,M,157500.0,635962.5,28143.0,549000.0,Pensioner,Married,0,0,45874,53,17,True,True,4.037831505831709,0.17868457978044583,3.485692154335528,6.994849985833071,0
10.42.0.42-85.93.5.83-52036-80-6,101042,33,3386,Cash loans,F,81000.0,521280.0,22959.0,450000.0,Working,Married,1,1,52036,80,6,True,False,6.435476105233269,0.28344094517351637,5.555486969296675,8.127699852817772,0
8.0.6.4-8.6.0.1-0-0-0,101043,35,250,Cash loans,F,94500.0,74182.5,6075.0,67500.0,Pensioner,Widow,0,0,0,0,0,False,False,0.7849916932095957,0.06428503402080402,0.7142781557867113,5.5254529391317835,0
203.130.53.126-10.42.0.211-80-53454-6,101044,39,250,Cash loans,F,157500.0,1097676.0,32224.5,958500.0,Working,Married,1,1,80,53454,6,False,True,6.969327178875055,0.20459870096062882,6.085675646503832,5.5254529391317835,0
172.217.3.98-10.42.0.211-443-50550-6,101045,34,525,Revolving loans,F,67500.0,180000.0,9000.0,180000.0,Working,Civil marriage,0,0,443,50550,6,False,True,2.666627161079095,0.13333135805395477,2.666627161079095,6.26530121273771,0
10.42.0.211-106.11.94.6-40327-443-6,101046,36,600,Revolving loans,F,112500.0,337500.0,16875.0,337500.0,Working,Married,0,0,40327,443,6,True,False,2.9999733335703684,0.1499986666785184,2.9999733335703684,6.398594934535208,0
10.42.0.1-10.42.0.42-53-41476-17,101047,44,450,Cash loans,F,94500.0,284400.0,13833.0,225000.0,Working,Single / not married,1,1,53,41476,17,True,True,3.00949196304801,0.1463794033925567,2.380927185955704,6.111467339502679,0
216.58.219.238-10.42.0.42-443-38037-6,101048,29,1236,Cash loans,M,202500.0,1029681.0,27292.5,859500.0,Working,Married,0,0,443,38037,6,False,True,5.08481933422551,0.13477711221179153,4.244423484328473,7.1204443723924875,0
219.142.78.162-10.42.0.211-443-35568-6,101049,47,600,Cash loans,M,99000.0,104256.0,12501.0,90000.0,Working,Married,0,0,443,35568,6,False,True,1.0530802719164454,0.12627145180351715,0.9090817264472076,6.398594934535208,0
172.217.11.42-10.42.0.42-443-51810-6,101050,30,1560,Cash loans,F,157500.0,1185282.0,34785.0,1035000.0,Working,Married,1,1,443,51810,6,False,True,7.525552218716071,0.22085574059847238,6.571386848337471,7.353081920515432,0
172.217.7.163-10.42.0.42-443-54744-6,101052,40,3370,Revolving loans,F,135000.0,180000.0,9000.0,180000.0,Working,Single / not married,0,0,443,54744,6,False,True,1.3333234568632826,0.06666617284316413,1.3333234568632826,8.12296471523406,0
182.22.65.138-10.42.0.211-443-39038-6,101053,47,1733,Cash loans,F,135000.0,254700.0,16276.5,225000.0,Working,Married,1,1,443,39038,6,False,True,1.8866526914615447,0.12056577358686232,1.6666543210791032,7.458186157340487,0
10.42.0.151-10.42.0.1-44326-53-17,101054,27,1990,Cash loans,F,112500.0,454500.0,17739.0,454500.0,Working,Married,1,1,44326,53,17,True,True,4.039964089208096,0.15767859841245854,4.039964089208096,7.596392304064196,0
10.42.0.211-10.42.0.1-40619-53-17,101058,46,600,Cash loans,F,90000.0,900000.0,26446.5,900000.0,Working,Married,1,1,40619,53,17,True,True,9.999888890123444,0.2938467350362774,9.999888890123444,6.398594934535208,0
