Account_Id,Trans_Id,Age,Followers,NAME_CONTRACT_TYPE,GENDER,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_INCOME_TYPE,NAME_FAMILY_STATUS,Label
172.217.6.234-10.42.0.211-443-56487-6,101609,45,1090,Revolving loans,F,202500,247500,12375,247500,Commercial associate,Single / not married,1
10.42.0.151-31.13.80.37-40771-443-6,101611,32,2578,Cash loans,F,51750,229230,12798,202500,Pensioner,Widow,1
182.140.183.66-10.42.0.42-80-59083-6,101612,36,1410,Cash loans,F,81000,445086,21541.5,333000,Pensioner,Widow,1
172.217.10.110-10.42.0.151-443-60610-17,101613,43,1280,Cash loans,F,126000,518562,37008,463500,Pensioner,Married,0
172.217.10.14-10.42.0.42-443-58558-6,101615,30,2040,Cash loans,M,225000,450000,53536.5,450000,Working,Civil marriage,0
8.0.6.4-8.6.0.1-0-0-0,101617,42,1856,Cash loans,F,112500,107820,8775,90000,Commercial associate,Civil marriage,1
10.42.0.151-52.22.102.34-37990-443-6,101618,28,600,Cash loans,M,189000,604413,24394.5,459000,Commercial associate,Married,1
10.42.0.211-123.129.244.226-52575-443-6,101619,26,600,Revolving loans,M,283500,675000,33750,675000,Commercial associate,Married,1
172.217.3.36-10.42.0.151-443-37155-6,101620,48,950,Cash loans,F,90000,657702,19359,549000,Pensioner,Separated,0
10.42.0.211-106.11.14.99-42649-443-6,101621,37,1885,Cash loans,F,193500,427869,27472.5,387000,Pensioner,Civil marriage,1
157.240.2.35-10.42.0.151-443-44510-6,101622,34,1270,Cash loans,M,225000,543037.5,39645,463500,Working,Widow,0
172.217.11.35-10.42.0.151-443-60061-6,101623,30,2400,Cash loans,F,63000,302206.5,12933,229500,Pensioner,Separated,1
10.42.0.211-103.235.46.211-48276-443-6,101624,27,1190,Cash loans,F,90000,754740,24345,630000,Working,Married,1
10.42.0.151-31.13.69.229-57614-443-6,101625,36,1388,Cash loans,F,180000,755190,36459,675000,Working,Married,0
182.254.5.234-10.42.0.151-80-34839-6,101626,44,1530,Cash loans,F,315000,779688,29826,630000,Working,Separated,1
157.56.52.45-10.42.0.42-40024-46360-17,101627,30,2062,Cash loans,M,135000,808650,26217,675000,Working,Married,0
216.58.219.227-10.42.0.211-443-51262-6,101628,54,1040,Cash loans,F,112500,104256,8194.5,90000,Working,Single / not married,1
172.217.10.234-10.42.0.151-443-47773-6,101629,35,4540,Cash loans,F,234823.5,647046,17793,463500,Working,Married,1
10.42.0.211-77.234.44.201-36877-80-6,101630,30,1190,Cash loans,F,67500,508495.5,20295,454500,Working,Married,1
10.42.0.211-23.34.19.143-60331-80-6,101631,29,1545,Cash loans,F,112500,271066.5,21546,234000,Working,Married,0
10.42.0.211-119.146.74.34-59046-80-6,101632,36,1600,Cash loans,M,225000,1006920,40063.5,900000,Working,Married,0
216.58.219.228-10.42.0.211-443-41796-6,101633,36,720,Revolving loans,M,157500,270000,13500,270000,Working,Married,0
10.42.0.211-98.139.199.205-38823-443-6,101634,42,950,Cash loans,M,112500,302206.5,14134.5,229500,Working,Married,1
10.42.0.211-23.206.166.62-37354-80-6,101635,29,3080,Cash loans,M,225000,630000,35176.5,630000,Commercial associate,Married,1
202.77.129.150-10.42.0.151-80-57947-6,101636,34,1370,Cash loans,M,180000,405000,24601.5,405000,Working,Married,1
172.217.12.131-10.42.0.151-443-59217-6,101637,35,400,Cash loans,F,166500,745119,29547,666000,Pensioner,Widow,0
10.42.0.211-10.42.0.1-37614-53-17,101638,28,1147,Cash loans,M,166500,130320,13815,112500,Pensioner,Married,1
172.217.12.195-10.42.0.211-443-38388-6,101639,49,1575,Cash loans,M,292500,900000,48861,900000,Commercial associate,Married,1
182.22.24.124-10.42.0.211-443-33055-6,101640,27,475,Cash loans,F,157500,508495.5,21672,454500,Working,Widow,1
172.217.10.14-10.42.0.151-80-50338-6,101641,37,500,Revolving loans,F,72000,180000,9000,180000,Working,Civil marriage,1
10.42.0.42-23.194.108.102-49538-443-6,101642,30,433,Cash loans,F,112500,161730,13095,135000,Working,Separated,1
10.42.0.211-23.205.27.180-59853-443-6,101645,60,250,Cash loans,F,180000,582768,29731.5,540000,Working,Widow,1
10.42.0.211-10.42.0.1-40954-53-17,101646,32,250,Cash loans,M,247500,675000,49248,675000,Working,Married,1
172.217.10.42-10.42.0.42-443-42553-6,101647,42,2044,Revolving loans,F,360000,810000,40500,810000,Working,Married,1
10.42.0.42-31.13.67.16-56204-443-6,101648,39,3500,Cash loans,F,135000,619965,17176.5,517500,Working,Single / not married,1
10.42.0.211-125.39.133.40-44413-80-6,101651,28,1090,Cash loans,M,67500,71955,7245,67500,Pensioner,Civil marriage,1
10.42.0.151-10.42.0.1-36045-53-17,101652,34,1494,Cash loans,M,270000,1350000,39604.5,1350000,Commercial associate,Married,1
10.42.0.151-31.13.80.5-42319-443-6,101653,51,250,Cash loans,F,450000,1078200,38331,900000,Working,Civil marriage,1
10.42.0.211-104.192.110.245-49153-443-6,101654,40,1090,Cash loans,F,157500,477175.5,45436.5,459000,Commercial associate,Married,1
172.217.6.206-10.42.0.151-80-41751-6,101655,29,-3521,Cash loans,F,270000,1113840,57001.5,900000,Commercial associate,Married,1
206.126.112.141-10.42.0.42-443-41285-6,101656,33,1640,Cash loans,F,144000,900000,26316,900000,Commercial associate,Single / not married,1
10.42.0.211-59.38.112.48-45055-443-6,101657,44,1820,Cash loans,F,225000,948582,27864,679500,Pensioner,Married,1
203.205.190.40-10.42.0.42-80-52494-6,101658,23,0,Cash loans,F,121500,474048,22806,360000,Working,Married,0
10.42.0.42-72.21.206.53-42187-443-6,101659,31,400,Cash loans,M,270000,545040,35487,450000,Working,Married,1
10.42.0.211-31.13.69.229-41953-443-6,101660,46,400,Cash loans,F,112500,381528,14512.5,315000,Pensioner,Single / not married,1
172.217.12.202-10.42.0.211-443-44721-6,101661,36,400,Cash loans,F,76500,625536,27553.5,540000,State servant,Married,1
10.42.0.211-10.42.0.1-41897-53-17,101662,36,2346,Revolving loans,F,90000,270000,13500,270000,Working,Married,0
172.217.10.238-10.42.0.151-443-43853-6,101663,53,1790,Cash loans,F,135000,106974,11479.5,94500,Working,Single / not married,1
10.42.0.1-10.42.0.42-53-9092-17,101664,25,449,Cash loans,F,90000,814500,23944.5,814500,Working,Single / not married,1
10.42.0.211-77.234.41.79-59340-443-6,101666,27,9865,Cash loans,M,216000,508495.5,24592.5,454500,Working,Civil marriage,0
10.42.0.151-98.139.180.149-55649-443-6,101668,37,776,Cash loans,F,72000,327024,21982.5,270000,Working,Married,0
10.42.0.211-10.42.0.1-59591-53-17,101670,26,1988,Cash loans,F,157500,1260702,39712.5,1129500,Pensioner,Married,1
172.217.10.42-10.42.0.211-443-57403-6,101671,34,640,Cash loans,M,112500,237204,21883.5,198000,Commercial associate,Married,1
172.217.10.110-10.42.0.211-443-49575-6,101672,26,850,Cash loans,M,112500,1125000,33025.5,1125000,Working,Married,1
10.42.0.151-108.168.176.226-60975-5222-6,101673,28,2192,Cash loans,M,112500,252000,13324.5,252000,Working,Single / not married,1
10.42.0.211-104.244.43.67-53649-443-6,101676,42,1980,Cash loans,M,202500,254700,16713,225000,Working,Married,1
10.42.0.42-106.11.95.2-46710-443-6,101677,26,50,Revolving loans,F,270000,540000,27000,540000,Working,Married,0
10.42.0.42-111.202.114.35-39505-80-6,101679,34,1631,Cash loans,M,225000,495000,25402.5,495000,Commercial associate,Married,1
157.240.2.25-10.42.0.42-443-51679-6,101680,35,870,Cash loans,F,135000,1125000,32895,1125000,Working,Married,1
10.42.0.211-91.190.218.58-45154-12350-6,101681,28,2750,Revolving loans,F,180000,405000,20250,405000,Working,Widow,0
10.42.0.151-10.42.0.1-33110-53-17,101683,36,681,Cash loans,F,90000,133528.5,10705.5,121500,Working,Single / not married,1
10.42.0.42-123.125.29.220-37321-80-6,101684,28,1140,Cash loans,F,207000,906228,46399.5,810000,Commercial associate,Married,1
10.42.0.211-64.71.142.110-40123-443-6,101685,27,1107,Revolving loans,F,157500,180000,9000,180000,Commercial associate,Married,1
172.217.6.234-10.42.0.42-443-52836-6,101687,38,1560,Cash loans,F,180000,1076247,42813,990000,Working,Married,0
202.77.129.146-10.42.0.211-80-55007-6,101688,43,1560,Cash loans,F,90000,728460,38214,675000,Pensioner,Widow,0
183.79.248.124-10.42.0.211-443-40446-6,101689,38,1090,Cash loans,F,301500,900000,38133,900000,Pensioner,Single / not married,1
172.217.10.238-10.42.0.211-443-51863-6,101690,26,250,Cash loans,F,180000,508495.5,24592.5,454500,Commercial associate,Single / not married,1
10.42.0.151-10.42.0.1-28581-53-17,101691,31,250,Cash loans,F,157500,450000,23881.5,450000,Working,Single / not married,1
10.42.0.151-52.84.61.117-47225-443-6,101692,29,1190,Cash loans,M,225000,730017,29079,652500,Pensioner,Separated,1
10.42.0.151-10.42.0.1-52893-53-17,101693,30,1090,Cash loans,F,90000,450000,19197,450000,Pensioner,Widow,1
10.42.0.151-123.125.115.164-50362-443-6,101694,35,1090,Cash loans,M,112500,1288350,37800,1125000,Working,Married,0
10.42.0.211-66.231.239.124-40967-443-6,101695,42,250,Cash loans,F,247500,1252278,40527,1093500,Commercial associate,Civil marriage,1
172.217.10.34-10.42.0.211-443-50084-6,101696,46,250,Cash loans,F,90000,1006920,42790.5,900000,Working,Married,0
172.217.12.206-10.42.0.211-443-54981-6,101698,49,250,Cash loans,F,270000,855000,30289.5,855000,Commercial associate,Separated,1
219.142.78.162-10.42.0.42-80-60090-6,101699,28,2000,Cash loans,M,292500,1100709,43780.5,1012500,Commercial associate,Married,1
172.217.9.234-10.42.0.211-443-39821-6,101701,32,1100,Cash loans,F,360000,2250000,116505,2250000,Working,Civil marriage,0
10.42.0.151-10.42.0.1-57884-53-17,101702,31,-145438,Cash loans,F,225000,1288350,37800,1125000,Working,Married,1
10.42.0.211-23.203.49.224-57779-443-6,101703,48,1540,Cash loans,F,202500,942300,30528,675000,Working,Married,0
172.217.6.238-10.42.0.151-443-53496-6,101704,38,2392,Cash loans,F,157500,1125000,36423,1125000,Commercial associate,Married,0
10.42.0.211-10.42.0.1-63594-53-17,101705,30,1040,Revolving loans,M,675000,270000,13500,270000,Commercial associate,Married,0
172.217.8.3-10.42.0.42-443-33460-6,101706,37,2392,Cash loans,F,157500,2013840,53122.5,1800000,Pensioner,Married,1
10.42.0.1-10.42.0.42-53-53856-17,101707,29,900,Cash loans,F,135000,254700,14620.5,225000,Pensioner,Single / not married,1
203.205.179.170-10.42.0.151-80-48208-6,101708,34,50,Cash loans,M,189000,270000,13131,270000,Working,Single / not married,1
10.42.0.211-10.42.0.1-1420-53-17,101709,31,1455,Cash loans,M,144000,753840,29340,540000,State servant,Married,1
172.217.12.202-10.42.0.42-443-53489-6,101710,23,50,Cash loans,F,67500,225000,8212.5,225000,Working,Civil marriage,0
172.217.10.106-10.42.0.151-443-50730-6,101712,28,1140,Cash loans,F,76500,254700,16276.5,225000,Working,Married,0
10.42.0.1-10.42.0.42-53-10820-17,101713,39,1190,Cash loans,M,202500,697500,27792,697500,Working,Single / not married,0
10.42.0.211-10.42.0.1-40715-53-17,101716,28,1000,Cash loans,F,225000,314100,16573.5,225000,Working,Married,1
10.42.0.211-69.147.82.60-35437-443-6,101717,38,2054,Cash loans,M,202500,1133748,30037.5,990000,Working,Married,0
10.42.0.211-123.125.29.220-57811-80-6,101718,28,1100,Cash loans,F,157500,1436850,42142.5,1125000,Commercial associate,Married,0
203.205.158.63-10.42.0.151-80-56719-6,101719,31,3170,Cash loans,F,139500,640080,24129,450000,Working,Married,1
157.55.56.163-10.42.0.211-40027-60774-17,101720,29,5343,Cash loans,F,112500,450000,21888,450000,Pensioner,Married,1
182.22.67.107-10.42.0.211-443-36060-6,101721,36,1305,Cash loans,M,175500,385749,23440.5,333000,Commercial associate,Married,0
174.35.73.78-10.42.0.151-80-48207-6,101722,35,11780,Cash loans,F,202500,545040,25537.5,450000,Working,Married,0
10.42.0.211-104.93.172.160-40739-443-6,101723,32,650,Cash loans,M,135000,447768,29920.5,405000,Working,Married,1
172.217.10.42-10.42.0.211-443-43991-6,101724,30,950,Cash loans,F,126000,273636,28863,247500,Working,Married,0
10.42.0.42-64.71.142.125-58299-443-6,101725,28,250,Cash loans,M,360000,203760,20281.5,180000,Commercial associate,Civil marriage,0
172.217.11.3-10.42.0.42-443-52011-6,101726,36,250,Cash loans,F,157500,943425,30433.5,787500,Working,Married,0
10.42.0.211-52.84.29.55-45336-443-6,101727,29,250,Revolving loans,F,67500,135000,6750,135000,Working,Single / not married,0
172.217.6.234-10.42.0.42-443-38888-6,101729,28,1640,Cash loans,F,126000,339241.5,12312,238500,Commercial associate,Married,0
172.217.11.42-10.42.0.42-443-41333-6,101730,48,1540,Cash loans,F,90000,450000,19066.5,450000,Working,Married,0
10.42.0.151-31.13.80.5-52256-443-6,101731,31,1140,Cash loans,M,202500,348264,23404.5,315000,Working,Married,0
10.42.0.151-119.146.74.33-38811-443-6,101733,43,1715,Cash loans,F,225000,191880,19791,180000,State servant,Married,1
10.42.0.151-10.42.0.1-62523-53-17,101734,55,2099,Cash loans,F,180000,344043,18661.5,297000,Pensioner,Married,0
10.42.0.211-10.42.0.1-55976-53-17,101735,34,1040,Cash loans,M,292500,450000,34825.5,450000,State servant,Single / not married,1
172.217.10.110-10.42.0.151-443-36404-6,101736,42,1650,Cash loans,M,157500,326664,13432.5,234000,Commercial associate,Civil marriage,0
10.42.0.151-52.84.26.212-57849-443-6,101737,39,4160,Cash loans,F,166500,781920,47965.5,675000,Working,Married,0
216.58.219.202-10.42.0.42-443-45702-6,101738,44,1020,Cash loans,F,157500,454500,17608.5,454500,Working,Married,1
10.42.0.211-10.42.0.1-26467-53-17,101739,33,1690,Cash loans,M,157500,1293502.5,35698.5,1129500,Working,Married,1
10.42.0.151-104.192.110.245-36188-80-6,101740,26,2391,Revolving loans,M,360000,225000,11250,225000,Working,Separated,1
10.42.0.211-77.234.44.200-52248-80-6,101741,32,975,Cash loans,F,115200,808650,26217,675000,Working,Single / not married,1
10.42.0.151-115.239.210.141-44017-80-6,101742,33,975,Cash loans,F,81000,621000,28773,621000,Working,Married,1
172.217.12.206-10.42.0.151-443-53715-6,101743,33,975,Revolving loans,F,76500,225000,11250,225000,Pensioner,Single / not married,0
172.217.11.14-10.42.0.151-443-46114-6,101744,30,20471,Cash loans,M,135000,364896,20565,315000,Commercial associate,Single / not married,0
10.42.0.151-10.42.0.1-34219-53-17,101745,37,15406,Cash loans,F,76500,808650,23773.5,675000,Pensioner,Widow,1
10.42.0.211-66.102.255.40-51269-443-6,101746,35,975,Revolving loans,M,126000,180000,9000,180000,Working,Married,0
10.42.0.211-10.42.0.1-7533-53-17,101747,34,975,Revolving loans,F,198000,450000,22500,450000,Commercial associate,Civil marriage,0
10.42.0.211-10.42.0.1-11660-53-17,101748,44,975,Cash loans,F,189000,225000,13725,225000,Pensioner,Married,0
10.42.0.151-64.71.142.124-53259-80-6,101749,38,1520,Cash loans,F,90000,269550,11547,225000,Pensioner,Married,1
157.55.130.144-10.42.0.151-40019-43477-17,101750,26,2053,Cash loans,F,90000,521280,35392.5,450000,Pensioner,Widow,0
10.42.0.211-10.42.0.1-64090-53-17,101751,32,3905,Cash loans,F,157500,288873,19435.5,238500,Commercial associate,Married,1
10.42.0.211-106.11.94.6-57699-443-6,101752,37,50,Cash loans,F,67500,143910,14742,135000,Commercial associate,Separated,1
175.100.207.232-10.42.0.42-443-37651-6,101753,32,1430,Cash loans,M,112500,389484,18868.5,279000,Working,Civil marriage,1
203.205.151.47-10.42.0.151-80-60385-6,101754,40,1430,Cash loans,F,126000,315000,22401,315000,State servant,Married,1
172.217.12.174-10.42.0.151-443-34423-6,101755,28,3620,Cash loans,F,112500,225000,21919.5,225000,Working,Single / not married,1
180.149.138.197-10.42.0.42-80-48459-6,101756,43,2033,Cash loans,F,202500,913180.5,63684,823500,Working,Married,0
10.42.0.211-74.125.22.188-58563-5228-6,101760,32,2033,Cash loans,F,112500,703728,22999.5,607500,Working,Married,0
10.42.0.211-104.193.88.109-50675-80-6,101761,28,2033,Cash loans,F,90000,416052,15075,292500,Working,Widow,0
10.42.0.211-104.193.88.109-38549-80-6,101763,34,3623,Cash loans,F,117000,420718.5,22158,319500,State servant,Single / not married,0
140.205.164.47-10.42.0.211-443-54695-6,101765,32,1385,Cash loans,M,180000,225000,6187.5,225000,Commercial associate,Single / not married,0
10.42.0.211-10.42.0.1-1950-53-17,101766,47,1450,Cash loans,M,135000,168102,20079,148500,Commercial associate,Civil marriage,1
10.42.0.151-10.42.0.1-11134-53-17,101767,29,1250,Cash loans,M,292500,729000,38970,729000,Pensioner,Married,0
10.42.0.211-10.42.0.1-6883-53-17,101768,32,250,Cash loans,F,135000,331920,18135,225000,Pensioner,Married,1
10.42.0.42-31.13.80.5-33846-443-6,101769,31,1700,Revolving loans,M,1080000,180000,9000,180000,Commercial associate,Married,1
10.42.0.211-64.71.142.120-48219-443-6,101770,34,1100,Cash loans,F,112500,1080000,38394,1080000,State servant,Single / not married,0
172.217.9.227-10.42.0.151-443-39799-6,101771,47,1950,Cash loans,F,157500,479974.5,26167.5,364500,Working,Widow,1
10.42.0.151-119.146.74.33-50168-443-6,101772,38,1640,Cash loans,F,76500,119925,12285,112500,Pensioner,Widow,0
203.205.147.229-10.42.0.151-80-59700-6,101773,34,1724,Cash loans,F,180000,135000,16020,135000,Commercial associate,Separated,0
10.42.0.211-66.231.239.122-52341-80-6,101774,58,1640,Revolving loans,M,135000,315000,15750,315000,Commercial associate,Married,0
10.42.0.151-10.42.0.1-46391-53-17,101775,46,1040,Revolving loans,M,90000,202500,10125,202500,Working,Married,1
10.42.0.1-10.42.0.42-53-58892-17,101776,23,950,Cash loans,F,112500,454500,20151,454500,State servant,Widow,0
10.42.0.211-23.219.23.166-59729-80-6,101777,28,2400,Cash loans,M,112500,573408,25389,495000,Working,Married,1
10.42.0.211-50.19.94.109-59795-443-6,101778,32,1640,Cash loans,F,202500,1125000,37309.5,1125000,Working,Civil marriage,0
175.100.207.231-10.42.0.211-443-59336-6,101779,32,600,Cash loans,F,202500,948582,27864,679500,Working,Married,1
10.42.0.211-66.198.178.50-34773-80-6,101781,32,1090,Cash loans,F,157500,1046142,28899,913500,Working,Married,1
10.42.0.1-10.42.0.42-53-33544-17,101782,36,1550,Cash loans,M,135000,208512,24745.5,180000,Working,Single / not married,0
157.240.2.20-10.42.0.211-443-59264-6,101783,31,4475,Revolving loans,F,157500,157500,7875,157500,Working,Married,0
203.130.53.126-10.42.0.211-80-53450-6,101785,24,1209,Cash loans,M,135000,90000,7852.5,90000,State servant,Single / not married,0
10.42.0.151-125.56.234.135-54932-443-6,101786,43,2072,Cash loans,M,225000,360000,17640,360000,Working,Separated,0
10.42.0.211-10.42.0.1-58025-53-17,101787,25,1854,Cash loans,M,225000,269550,21294,225000,Working,Married,1
172.217.12.206-10.42.0.151-443-35590-6,101788,33,0,Cash loans,F,126000,315000,14814,315000,Commercial associate,Single / not married,0
10.42.0.151-10.42.0.1-43102-53-17,101790,34,1620,Cash loans,F,135000,582228,17154,486000,Pensioner,Married,0
172.217.8.3-10.42.0.151-80-49908-6,101791,25,8684,Cash loans,F,112500,495000,17779.5,495000,Working,Married,0
180.76.135.213-10.42.0.211-80-58650-6,101792,26,9240,Cash loans,F,121500,940500,27499.5,940500,Working,Civil marriage,0
172.217.12.142-10.42.0.211-443-55295-6,101793,48,1090,Cash loans,F,247500,284256,28111.5,270000,Working,Civil marriage,1
172.217.6.234-10.42.0.211-443-35522-6,101794,27,2235,Cash loans,F,112500,95940,10462.5,90000,Working,Civil marriage,1
10.42.0.1-10.42.0.42-53-2203-17,101795,37,0,Cash loans,F,405000,900000,26316,900000,Commercial associate,Single / not married,1
10.42.0.151-10.42.0.1-9777-53-17,101796,31,1090,Cash loans,M,121500,270000,18396,270000,Working,Married,0
10.42.0.211-10.42.0.1-56337-53-17,101797,40,1584,Cash loans,F,90000,675000,36774,675000,State servant,Married,0
172.217.3.104-10.42.0.211-443-47173-6,101798,30,1250,Cash loans,F,337500,1635795,107356.5,1579500,Working,Married,0
172.217.10.142-10.42.0.151-443-53952-6,101799,20,50,Cash loans,M,202500,1213227,48244.5,1116000,Working,Married,0
10.42.0.211-66.198.24.224-51514-443-6,101800,38,640,Cash loans,F,112500,485190,23341.5,405000,Pensioner,Widow,0
220.243.235.201-10.42.0.151-80-55693-6,101801,39,50,Cash loans,F,180000,1057266,43632,945000,Commercial associate,Single / not married,0
151.101.1.140-10.42.0.211-443-48043-6,101802,31,3157,Cash loans,M,225000,1102171.5,46827,945000,Commercial associate,Married,1
10.42.0.211-103.7.30.118-49036-80-6,101803,24,1854,Cash loans,M,157500,225000,17905.5,225000,Working,Married,0
205.185.216.42-10.42.0.211-80-33396-6,101804,36,2132,Revolving loans,M,90000,180000,9000,180000,Working,Married,1
172.217.12.206-10.42.0.151-443-44391-6,101805,32,5559,Cash loans,F,135000,450000,22018.5,450000,Working,Single / not married,1
10.42.0.151-10.42.0.1-60642-53-17,101806,38,2575,Cash loans,F,112500,302076,27832.5,270000,Working,Married,1
10.42.0.42-52.84.40.6-39772-80-6,101807,41,1440,Cash loans,F,99000,358213.5,28431,324000,Working,Married,1
174.35.73.101-10.42.0.151-80-51579-6,101808,39,2110,Revolving loans,F,67500,180000,9000,180000,Working,Married,1
172.217.12.138-10.42.0.211-443-59693-6,101809,36,1645,Cash loans,M,180000,805536,41130,720000,Commercial associate,Single / not married,0
216.58.217.100-10.42.0.151-443-35730-6,101810,31,930,Revolving loans,M,135000,405000,20250,405000,Pensioner,Married,1
10.42.0.211-104.192.110.245-33454-80-6,101811,36,1340,Cash loans,M,202500,859500,25258.5,859500,Working,Married,0
10.42.0.151-14.204.144.143-39598-80-6,101812,33,2553,Cash loans,F,180000,1540588.5,44280,1377000,Working,Widow,0
224.0.0.251-10.42.0.211-5353-5353-17,101813,39,2670,Cash loans,F,382500,2159842.5,57105,1930500,Pensioner,Married,0
10.42.0.211-10.42.0.1-47448-53-17,101814,31,2378,Cash loans,F,225000,1258650,53455.5,1125000,Pensioner,Married,1
10.42.0.211-103.235.46.211-37400-80-6,101815,41,1090,Cash loans,M,126000,177768,12010.5,135000,Commercial associate,Single / not married,0
172.217.10.46-10.42.0.42-443-47623-6,101817,30,1090,Cash loans,F,180000,1078200,31653,900000,Working,Married,1
162.208.22.39-10.42.0.211-443-52726-6,101818,35,1640,Cash loans,F,238500,1124478,33007.5,805500,Commercial associate,Married,1
10.42.0.211-64.71.142.124-43747-80-6,101820,28,1640,Cash loans,M,292500,1557103.5,61753.5,1453500,Working,Married,1
10.42.0.211-10.42.0.1-9640-53-17,101821,33,4208,Cash loans,M,202500,830214,24403.5,693000,Working,Married,0
8.0.6.4-8.6.0.1-0-0-0,101822,25,2354,Cash loans,M,126000,450000,30204,450000,Working,Single / not married,1
192.229.173.173-10.42.0.211-80-44235-6,101823,51,2564,Cash loans,F,112500,472500,18306,472500,State servant,Civil marriage,1
172.217.6.202-10.42.0.151-443-52650-6,101824,32,1640,Cash loans,F,270000,805072.5,28917,679500,Commercial associate,Married,0
182.22.31.124-10.42.0.151-443-50845-6,101825,29,2564,Cash loans,F,54000,67500,7632,67500,Working,Widow,1
10.42.0.211-10.42.0.1-10309-53-17,101826,38,1640,Cash loans,M,81000,265500,21105,265500,Working,Married,0
172.217.11.10-10.42.0.211-443-38622-6,101828,35,2585,Cash loans,F,202500,675000,19867.5,675000,Working,Separated,1
205.185.216.42-10.42.0.211-80-56387-6,101829,37,850,Cash loans,F,157500,1557103.5,59440.5,1453500,Commercial associate,Married,0
10.42.0.211-10.42.0.1-44846-53-17,101830,25,900,Cash loans,M,112500,90000,9823.5,90000,Commercial associate,Married,0
10.42.0.211-10.42.0.1-31330-53-17,101831,36,1590,Cash loans,M,144000,630000,30438,630000,Working,Civil marriage,0
10.42.0.211-66.198.24.224-35175-80-6,101832,36,1590,Cash loans,F,180000,760225.5,51138,679500,Commercial associate,Married,1
180.163.255.159-10.42.0.211-80-34975-6,101833,30,1266,Cash loans,M,157500,297040.5,22338,265500,Pensioner,Married,1
10.42.0.211-103.235.46.212-46124-443-6,101834,51,1590,Cash loans,M,157500,343377,22486.5,283500,Working,Married,0
172.217.10.142-10.42.0.151-443-53952-6,101835,28,1590,Cash loans,F,225000,500211,47623.5,463500,Pensioner,Widow,1
239.255.255.250-10.42.0.1-1900-49880-17,101836,27,1590,Cash loans,F,90000,1185282,34785,1035000,State servant,Married,1
157.240.2.25-10.42.0.211-443-41070-6,101837,25,1590,Cash loans,M,450000,1965226.5,68440.5,1696500,Commercial associate,Married,1
10.42.0.211-10.42.0.1-47907-53-17,101838,26,1590,Cash loans,F,67500,1133748,33277.5,990000,Working,Married,1
131.253.61.80-10.42.0.211-443-55575-6,101839,48,1590,Cash loans,F,630000,562500,26064,562500,Commercial associate,Single / not married,0
151.101.1.140-10.42.0.211-443-42214-6,101840,37,326,Cash loans,F,76500,161730,8388,135000,Commercial associate,Married,0
10.42.0.211-113.175.141.87-60774-27240-17,101841,53,1090,Cash loans,F,315000,1774039.5,73341,1656000,Working,Married,0
151.101.117.140-10.42.0.211-443-35788-6,101842,31,600,Cash loans,F,112500,1061599.5,31171.5,927000,Pensioner,Married,1
192.229.163.180-10.42.0.151-443-57531-6,101843,25,12490,Cash loans,F,234135,1288350,35428.5,1125000,Commercial associate,Married,0
172.217.10.106-10.42.0.151-443-39918-6,101844,36,1866,Cash loans,F,76500,71955,7137,67500,Pensioner,Widow,0
172.217.3.106-10.42.0.211-443-45901-6,101845,44,4810,Cash loans,F,135000,284400,16011,225000,Pensioner,Widow,1
174.35.73.148-10.42.0.211-80-49380-6,101846,31,600,Cash loans,F,135000,1006920,54621,900000,Working,Married,1
198.105.244.11-10.42.0.211-80-35215-6,101847,27,1735,Cash loans,F,171000,371862,23895,328500,Commercial associate,Married,1
10.42.0.151-47.89.67.240-36926-443-6,101848,38,1450,Cash loans,M,270000,640080,24259.5,450000,Working,Married,0
10.42.0.211-123.125.29.220-52264-80-6,101849,26,550,Cash loans,F,112500,536917.5,29254.5,463500,Pensioner,Single / not married,1
172.217.7.227-10.42.0.211-443-45322-6,101850,27,550,Cash loans,F,157500,545040,25407,450000,Working,Married,0
203.205.147.229-10.42.0.211-80-42837-6,101851,34,960,Cash loans,F,90000,900000,25794,900000,Commercial associate,Civil marriage,0
10.42.0.211-93.184.215.201-59624-443-6,101852,42,4409,Cash loans,F,292500,1024740,45270,900000,Pensioner,Married,0
162.208.22.39-10.42.0.151-443-42775-6,101853,49,17404,Cash loans,F,247500,1223010,48631.5,1125000,Pensioner,Widow,1
172.217.6.225-10.42.0.211-443-51105-6,101854,29,3300,Cash loans,F,202500,599116.5,25515,535500,Commercial associate,Married,0
10.42.0.151-52.197.242.223-50724-443-6,101855,32,250,Cash loans,F,405000,1078200,31653,900000,Pensioner,Widow,0
172.217.10.227-10.42.0.42-443-57817-6,101856,34,250,Cash loans,F,157500,437877,21064.5,378000,Working,Married,1
10.42.0.211-10.42.0.1-17460-53-17,101857,45,250,Cash loans,F,720000,1125000,44617.5,1125000,Commercial associate,Widow,0
10.42.0.211-114.134.80.163-36888-443-6,101858,34,250,Cash loans,F,292500,777024,41526,720000,State servant,Married,1
172.217.10.77-10.42.0.42-443-58681-6,101859,34,1640,Cash loans,M,220500,450000,24543,450000,Working,Married,0
172.217.2.110-10.42.0.151-443-36668-6,101860,32,250,Cash loans,F,67500,140746.5,11020.5,121500,Commercial associate,Separated,1
10.42.0.151-104.244.42.2-39605-443-6,101861,39,250,Cash loans,F,112500,640080,24129,450000,Working,Married,1
